symbol,hourly_rate,annual_rate,mark_price,open_interest
TRB,-0.00024377,-2.1354252,19.844,13175.8
FTT,0.00125,10.95,0.52788,108511.0
LOOM,0.0,0.0,0.071161,0.0
OGN,0.0,0.0,0.055683,0.0
RDNT,0.0,0.0,0.018328,0.0
ARK,-0.00217669,-19.067804399999996,0.27798,1920476.0
BNT,0.0,0.0,0.38287,0.0
CANTO,0.0,0.0,0.066,0.0
REQ,0.0,0.0,0.15473,0.0
BIGTIME,0.00125,10.95,0.022305,13500200.0
KAS,0.00125,10.95,0.053357,22849532.0
ORBS,0.0,0.0,0.01939,0.0
BLUR,-0.00276698,-24.2387448,0.034655,20898208.0
TIA,-0.00206734,-18.1098984,0.55681,8556338.199999997
BSV,-0.0068159399999999995,-59.707634399999996,19.943,37354.98
ADA,-0.0010268,-8.994768,0.38915,34296830.0
TON,-0.00014086,-1.2339335999999999,1.499,7154123.2
MINA,-0.012662169999999999,-110.92060919999999,0.09925,7383842.0
POLYX,0.00125,10.95,0.061019,6241798.0
GAS,0.00125,10.95,2.0985,159435.6
PENDLE,0.00125,10.95,2.4841,2751620.0
STG,0.0,0.0,0.15387,0.0
FET,-0.00966886,-84.6992136,0.2287,6967822.0
STRAX,0.0,0.0,1.5829,0.0
NEAR,-0.00098777,-8.6528652,1.6795,8741517.4
MEME,0.00125,10.95,0.001178,668363676.0
ORDI,-0.0029346,-25.707096,3.576,82310.86
BADGER,0.0,0.0,0.88823,0.0
NEO,-0.00124819,-10.9341444,4.0077,91069.24
ZEN,0.00125,10.95,9.5691,98047.58
FIL,-0.00316513,-27.726538799999997,1.4676,1771881.5999999999
PYTH,-0.0005668299999999999,-4.965430799999999,0.067588,18747022.0
SUSHI,-0.00064562,-5.655631199999999,0.33785,911962.2
ILV,0.0,0.0,12.118,0.0
IMX,0.00125,10.95,0.2826,10389081.000000002
kBONK,-0.0011482,-10.058232,0.008789,602822014.0
GMT,-0.0033504299999999997,-29.349766799999998,0.01595,13176018.0
SUPER,-0.10958438000000001,-959.9591688,0.23445,3856494.0
USTC,0.00125,10.95,0.005712,77538102.0
NFTI,0.0,0.0,6.5609,0.0
JUP,-0.0019026400000000001,-16.6671264,0.23735,16272268.0
kLUNC,0.00125,10.95,0.026223,6999348.0
RSR,-0.0022374,-19.599624,0.003008,79937570.0
GALA,0.00051569,4.5174444,0.006745,55664942.0
JTO,0.00125,10.95,0.42301,2654170.0
NTRN,0.0,0.0,0.1238,0.0
ACE,0.00068826,6.0291576,0.211,1985123.38
MAV,-0.01648307,-144.3916932,0.030583,18795978.0
WIF,-0.00046932,-4.1112432,0.34402,15103418.0
CAKE,0.00125,10.95,2.3264,519996.8
PEOPLE,-0.00112022,-9.813127199999998,0.009354,25197528.0
ENS,-0.00010794,-0.9455544,10.668,69333.78
ETC,-0.00201495,-17.650962000000003,12.96,159113.3
XAI,-0.01472652,-129.0043152,0.01711,50851232.99999999
MANTA,-0.00657849,-57.627572400000005,0.09308,1745387.0
UMA,0.00125,10.95,0.77658,854611.2
ONDO,0.00079041,6.923991599999999,0.45975,7625572.0
ALT,-0.00929262,-81.40335119999999,0.012729,59826362.0
ZETA,-0.00557653,-48.8504028,0.08319,13496295.0
DYM,-0.028854750000000002,-252.76761000000002,0.08668,12489786.0
MAVIA,0.00125,10.95,0.04703,5821460.6
W,-0.00359429,-31.4859804,0.04185,45617423.8
PANDORA,0.0,0.0,3026.3,0.0
STRK,0.00125,10.95,0.11651,78049375.4
PIXEL,0.0,0.0,0.024027,0.0
AI,0.0,0.0,0.12555,0.0
TAO,0.00125,10.95,260.92,51258.638
AR,-0.015451979999999999,-135.3593448,3.9311,214721.7
MYRO,0.0,0.0,0.015813,0.0
kFLOKI,-0.00652237,-57.135961200000004,0.043317,29948306.0
BOME,0.00125,10.95,0.00065,247117506.0
ETHFI,0.00125,10.95,0.77735,5825716.2
ENA,-0.00288058,-25.2338808,0.23983,184822036.0
MNT,0.00125,10.95,0.98301,3237195.4
TNSR,-0.09720707,-851.5339332000001,0.11703,16379286.6
SAGA,-0.00189318,-16.584256800000002,0.07009,14261845.8
MERL,-0.07406248,-648.7873248000001,0.35308,6937094.0
HBAR,-0.00061372,-5.3761872,0.13169,21805440.0
POPCAT,0.0012283,10.759908000000001,0.09594,33240742.0
OMNI,0.0,0.0,4.1915,0.0
EIGEN,-0.00235751,-20.651787600000002,0.5044,6524238.26
REZ,-0.01333439,-116.8092564,0.006011,126292032.0
NOT,4.6479999999999995e-05,0.40716479999999994,0.000535,572640982.0
TURBO,-0.00512419,-44.8879044,0.001786,818448354.0
BRETT,0.00125,10.95,0.015,108871906.0
IO,-0.01439923,-126.13725480000001,0.19665,2402768.6
ZK,-0.00240288,-21.0492288,0.033498,31826104.0
BLAST,-0.0333496,-292.142496,0.000844,1116555180.0
LISTA,0.0,0.0,0.12466,0.0
MEW,0.0006759,5.920884,0.001038,500713974.0
RENDER,0.00125,10.95,1.5848,769848.7999999999
kDOGS,0.0,0.0,0.13659,0.0
POL,-0.010142,-88.84392000000001,0.12074,18750932.0
CATI,0.0,0.0,0.082821,0.0
CELO,0.00125,10.95,0.15485,1432906.0
HMSTR,0.00125,10.95,0.000216,552657264.0
SCR,0.00125,10.95,0.08759,1439124.6
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00016048,1.4058048,0.1197,3377751.8000000003
GOAT,-0.008990950000000001,-78.76072200000002,0.037638,12891636.0
MOODENG,-0.0016053200000000001,-14.0626032,0.070122,27822742.0
GRASS,0.0012396599999999999,10.859421599999997,0.3025,3056557.3999999994
PURR,0.00125,10.95,0.076015,44098674.0
PNUT,-0.0038881799999999998,-34.0604568,0.07981,19508034.2
XLM,-0.00039337000000000004,-3.4459212000000004,0.23236,13382904.0
CHILLGUY,0.00125,10.95,0.01915,29477672.0
SAND,-0.0064871500000000006,-56.827434000000004,0.14032,4288670.0
IOTA,0.00125,10.95,0.097594,4590330.0
ALGO,-0.0060177799999999995,-52.71575279999999,0.12915,10420860.0
HYPE,0.00125,10.95,31.701,26179141.239999995
ME,-0.015148350000000001,-132.699546,0.31725,2295828.0
MOVE,0.00125,10.95,0.0459,18337084.0
VIRTUAL,-0.0002483,-2.1751080000000003,0.82904,7837109.8
PENGU,-0.0014823100000000001,-12.9850356,0.009731,361749224.0
USUAL,0.00125,10.95,0.02445,41910316.6
FARTCOIN,0.00125,10.95,0.31353,181088626.60000002
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,-0.00141473,-12.3930348,0.040098,12562872.0
ZEREBRO,0.00590605,51.73699800000001,0.02912,240257752.0
BIO,-0.00521272,-45.663427199999994,0.049765,17663650.0
GRIFFAIN,0.00125,10.95,0.02044,92597994.0
SPX,0.00125,10.95,0.61877,7138456.399999999
S,-0.00346685,-30.369605999999997,0.094681,23825008.0
MORPHO,0.00125,10.95,1.3556,1789004.2
TRUMP,0.00109756,9.6146256,5.7265,2616605.8000000007
MELANIA,0.00093524,8.1927024,0.11583,13250869.200000001
ANIME,-0.5431043099999999,-4757.593755599999,0.00674,120744498.0
VINE,0.00125,10.95,0.02863,22022338.0
VVV,-0.00399767,-35.0195892,0.9488,776619.9
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.01724144,-151.03501440000002,0.863,3795586.8000000007
TST,0.00424699,37.203632400000004,0.016391,78632758.0
LAYER,-0.00296355,-25.960698,0.19133,4251974.0
IP,-0.01143736,-100.1912736,2.1878,1004203.8
OM,-0.0393533,-344.73490799999996,0.07499,21437208.2
KAITO,-0.015472580000000001,-135.53980080000002,0.65737,2807104.0
NIL,0.00020258,1.7746008000000002,0.0745,4687948.0
PAXG,0.00125,10.95,4225.6,12549.488
PROMPT,0.00125,10.95,0.053234,15301204.0
BABY,-0.00772891,-67.70525160000001,0.018157,16530736.0
WCT,-0.02286458,-200.2937208,0.089344,5675756.0
HYPER,0.00125,10.95,0.12125,3523568.0
ZORA,-0.00658956,-57.7245456,0.046356,90521884.0
INIT,0.00125,10.95,0.096781,8245644.0
DOOD,-0.05707661000000001,-499.9911036000001,0.003952,103721098.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.4411,1634300.0
SOPH,-0.00496741,-43.5145116,0.015658,37787196.0
RESOLV,-0.03095735,-271.186386,0.070904,22122380.0
SYRUP,-0.00293179,-25.6824804,0.24958,4227968.0
PUMP,0.00125,10.95,0.00286,20551898076.0
PROVE,0.00125,10.95,0.4298,1948546.0
YZY,0.00125,10.95,0.37058,1782608.0
XPL,0.00125,10.95,0.18095,207242492.0
WLFI,-0.007738870000000001,-67.7925012,0.15595,135134140.0
LINEA,0.00125,10.95,0.008838,248633024.0
SKY,-0.00451432,-39.5454432,0.053689,35704778.0
ASTER,0.00125,10.95,0.98032,66239496.0
AVNT,-0.0059371,-52.008995999999996,0.32435,6999344.0
STBL,0.00125,10.95,0.059197,32704750.0
0G,0.0010005,8.764380000000001,1.1989,1205326.0
HEMI,-0.00026875,-2.35425,0.013766,28232942.0
APEX,0.00125,10.95,0.53274,4167884.0
2Z,-0.0001071,-0.938196,0.10629,13511242.0
ZEC,0.00125,10.95,327.28,419110.3800000001
MON,0.00125,10.95,0.028981,1647914722.0
MET,0.00125,10.95,0.29595,28942018.0
MEGA,0.00125,10.95,0.33841,12188746.0
CC,0.00125,10.95,0.076369,25833856.0
ICP,-0.00352601,-30.8878476,3.6898,455322.0
AERO,-0.00360924,-31.616942400000003,0.59163,2839684.0
