symbol,hourly_rate,annual_rate,mark_price,open_interest
RUNE,-0.00119386,-10.4582136,0.61,4141679.4
OX,0.0,0.0,0.007459,0.0
FRIEND,0.0,0.0,4.72,0.0
SHIA,0.0,0.0,0.000621,0.0
CYBER,0.0,0.0,1.0415,0.0
ZRO,-0.00248241,-21.7459116,1.2724,2108150.8
BLZ,0.0,0.0,0.070043,0.0
DOT,0.00080258,7.030600800000001,2.0626,2520403.1999999997
BANANA,0.00125,10.95,8.01,38802.4
TRB,0.00125,10.95,19.783,13253.38
FTT,0.00125,10.95,0.52759,108893.8
LOOM,0.0,0.0,0.071161,0.0
OGN,0.0,0.0,0.055683,0.0
RDNT,0.0,0.0,0.018328,0.0
ARK,-0.00631331,-55.3045956,0.27795,1925902.0
BNT,0.0,0.0,0.38287,0.0
CANTO,0.0,0.0,0.066,0.0
REQ,0.0,0.0,0.15473,0.0
BIGTIME,0.00125,10.95,0.022289,13510772.0
KAS,0.00125,10.95,0.053464,22819580.0
ORBS,0.0,0.0,0.01939,0.0
BLUR,0.0001048,0.918048,0.03459,20789286.0
TIA,-0.00396268,-34.713076799999996,0.55543,8548426.2
BSV,-0.00739941,-64.8188316,19.914,37360.54
ADA,0.0005126,4.490376,0.38829,34318236.0
TON,0.0002284,2.000784,1.4965,7151102.0
MINA,-0.00269859,-23.639648399999995,0.099325,7362568.0
POLYX,0.00125,10.95,0.061035,6252124.0
GAS,0.00058576,5.1312576,2.0998,159516.2
PENDLE,0.00125,10.95,2.4718,2750078.0
STG,0.0,0.0,0.15387,0.0
FET,-0.005803849999999999,-50.841725999999994,0.22819,6907494.0
STRAX,0.0,0.0,1.5829,0.0
NEAR,0.00125,10.95,1.6788,8742448.600000001
MEME,0.0010850699999999998,9.505213199999998,0.001174,668330904.0
ORDI,-0.0018736299999999998,-16.4129988,3.574,82265.98
BADGER,0.0,0.0,0.88823,0.0
NEO,0.00125,10.95,4.0051,91035.18
ZEN,0.00125,10.95,9.5779,98024.08
FIL,0.0006769699999999999,5.9302572,1.4697,1731861.0
PYTH,0.0011075,9.7017,0.06744,18753550.0
SUSHI,0.0011803200000000001,10.3396032,0.33725,906211.7999999999
ILV,0.0,0.0,12.118,0.0
IMX,0.00125,10.95,0.28207,10388612.0
kBONK,-0.0014427799999999998,-12.6387528,0.008761,602683528.0
GMT,0.00116594,10.213634400000002,0.016045,13208868.0
SUPER,-0.31194183000000003,-2732.6104308,0.23295,3895564.0
USTC,0.00125,10.95,0.005707,77538714.0
NFTI,0.0,0.0,6.5609,0.0
JUP,-0.00357711,-31.335483600000003,0.2368,16270484.0
kLUNC,0.00125,10.95,0.026161,6994168.0
RSR,-0.00080075,-7.01457,0.003002,79913286.0
GALA,0.00125,10.95,0.006729,54351106.0
JTO,0.00125,10.95,0.4207,2659200.0
NTRN,0.0,0.0,0.1238,0.0
ACE,0.00125,10.95,0.2103,1990438.4
MAV,-0.009020110000000001,-79.01616360000001,0.030984,18786718.0
WIF,-0.00097796,-8.5669296,0.34265,15124068.0
CAKE,0.00125,10.95,2.3204,519940.4
PEOPLE,0.00125,10.95,0.009337,25227894.0
ENS,0.00125,10.95,10.665,69331.76
ETC,-0.00230796,-20.217729600000002,12.948,158958.44
XAI,0.00125,10.95,0.01705,51047434.199999996
MANTA,0.00125,10.95,0.0928,1744989.4
UMA,0.00125,10.95,0.77533,857247.6
ONDO,0.00125,10.95,0.45827,7621888.0
ALT,-0.00536395,-46.988202,0.012702,59730036.0
ZETA,-0.0067499,-59.129124,0.083,13538293.8
DYM,-0.03099526,-271.51847760000004,0.08669,12450931.0
MAVIA,0.00125,10.95,0.04681,5835489.4
W,-0.00046631000000000005,-4.0848756,0.04187,45625292.4
PANDORA,0.0,0.0,3026.3,0.0
STRK,0.00081276,7.119777600000001,0.11578,77926974.0
PIXEL,0.0,0.0,0.024027,0.0
AI,0.0,0.0,0.12555,0.0
TAO,0.00125,10.95,260.31,51234.91
AR,-0.0024164,-21.167664,3.9199,213113.54
MYRO,0.0,0.0,0.015813,0.0
kFLOKI,-0.0035215600000000004,-30.848865600000003,0.043275,29900848.0
BOME,0.00125,10.95,0.000648,247117506.0
ETHFI,0.00125,10.95,0.76496,5854874.199999999
ENA,-0.00111579,-9.774320399999999,0.23849,184828018.0
MNT,0.00125,10.95,0.98131,3241601.4
TNSR,-0.08224698,-720.4835448,0.11597,16245057.200000001
SAGA,-0.00230706,-20.2098456,0.07001,14245280.2
MERL,-0.09494063999999999,-831.6800063999999,0.35423,6875854.0
HBAR,0.00031585,2.766846,0.13152,21784562.0
POPCAT,0.0006508,5.701008,0.095029,33427904.0
OMNI,0.0,0.0,4.1915,0.0
EIGEN,1.814e-05,0.1589064,0.5022,6520506.54
REZ,-0.011677380000000001,-102.2938488,0.006,126504532.0
NOT,0.00125,10.95,0.000531,572707010.0
TURBO,-0.00682083,-59.7504708,0.001784,818430074.0
BRETT,0.00125,10.95,0.014953,108877450.0
IO,-0.006293829999999999,-55.133950799999994,0.1969,2404271.5999999996
ZK,-0.00047068999999999995,-4.1232444,0.03341,31797360.0
BLAST,-0.02763928,-242.12009279999998,0.000849,1122209420.0
LISTA,0.0,0.0,0.12466,0.0
MEW,-0.0037259499999999996,-32.639322,0.001035,500854978.0
RENDER,0.00125,10.95,1.5813,768803.4
kDOGS,0.0,0.0,0.13659,0.0
POL,-0.00696535,-61.016466,0.12055,18792870.0
CATI,0.0,0.0,0.082821,0.0
CELO,0.00125,10.95,0.15518,1441848.0
HMSTR,0.00125,10.95,0.000214,552657264.0
SCR,0.00125,10.95,0.08721,1439408.4
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00123289,10.8001164,0.11927,3364208.0
GOAT,-0.0036294400000000003,-31.7938944,0.037708,12940156.0
MOODENG,0.00125,10.95,0.070093,27821620.0
GRASS,-0.00062558,-5.4800808,0.30137,3059519.8000000003
PURR,0.00125,10.95,0.076,44099172.0
PNUT,-0.0055503900000000005,-48.6214164,0.07961,19501074.2
XLM,0.0003992,3.496992,0.23185,13380692.0
CHILLGUY,0.00125,10.95,0.019062,29455378.0
SAND,-0.0047529,-41.635403999999994,0.14014,4293846.0
IOTA,0.00125,10.95,0.097594,4587856.0
ALGO,-0.00366364,-32.0934864,0.12897,10402890.0
HYPE,0.0033108300000000003,29.0028708,31.711,26187121.459999993
ME,-0.00867912,-76.02909120000001,0.3217,2305280.9999999995
MOVE,0.00125,10.95,0.045725,18352366.0
VIRTUAL,0.00017446,1.5282696000000002,0.82717,7834952.199999999
PENGU,-0.00013790000000000002,-1.208004,0.009715,360838306.0
USUAL,0.00125,10.95,0.02434,41907400.8
FARTCOIN,0.00125,10.95,0.31175,181208283.6
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,4.4420000000000005e-05,0.3891192,0.040036,12645584.0
ZEREBRO,0.00125,10.95,0.028957,240255076.0
BIO,-0.00297675,-26.07633,0.049325,17686808.0
GRIFFAIN,0.00125,10.95,0.020291,92604910.0
SPX,0.00125,10.95,0.6159,7134638.999999999
S,0.00125,10.95,0.094043,25202608.0
MORPHO,0.00125,10.95,1.3549,1790450.6
TRUMP,0.00104447,9.1495572,5.7301,2616045.6
MELANIA,-0.00465222,-40.753447200000004,0.11564,13249679.0
ANIME,-0.46245095,-4051.070322,0.00714,119185854.0
VINE,0.00125,10.95,0.028575,21926028.0
VVV,0.00125,10.95,0.9479,776619.9
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.01436954,-125.8771704,0.86278,3792436.6
TST,0.00713341,62.488671599999996,0.016604,78631760.0
LAYER,0.00125,10.95,0.19003,4254068.0
IP,-0.00833101,-72.97964759999999,2.182,1000839.8
OM,-0.022874059999999998,-200.37676559999997,0.07465,21396265.000000004
KAITO,-0.020647,-180.86772,0.66255,2808862.0
NIL,0.00125,10.95,0.074339,4676210.0
PAXG,0.00125,10.95,4223.2,12548.84
PROMPT,0.00125,10.95,0.053153,15302600.0
BABY,-0.00418974,-36.7021224,0.018155,16534274.0
WCT,-0.01886925,-165.29462999999998,0.08915,5687200.0
HYPER,0.00125,10.95,0.12106,3492328.0
ZORA,-0.0009787300000000001,-8.573674800000001,0.046095,90639154.0
INIT,0.00125,10.95,0.096503,8246796.0
DOOD,-0.04594027,-402.43676519999997,0.003947,103512820.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.44,1633194.0
SOPH,-8.529e-05,-0.7471404,0.015796,38031704.0
RESOLV,-0.05170860000000001,-452.9673360000001,0.071317,22141008.0
SYRUP,-0.00076361,-6.689223599999999,0.25022,4225728.0
PUMP,0.00125,10.95,0.002847,20550155490.0
PROVE,0.00125,10.95,0.42902,1943354.0
YZY,0.00125,10.95,0.37027,1782608.0
XPL,0.00125,10.95,0.18083,207281624.0
WLFI,-0.0080215,-70.26834000000001,0.15615,135041334.0
LINEA,0.00125,10.95,0.008817,248658512.0
SKY,-0.00458425,-40.15803,0.053457,35694434.0
ASTER,0.00125,10.95,0.97697,66244614.0
AVNT,-0.00593269,-51.970364399999994,0.32355,6991142.0
STBL,0.00125,10.95,0.058485,32746718.0
0G,0.00125,10.95,1.2036,1206848.0
HEMI,-0.028041879999999998,-245.6468688,0.01371,28332224.0
APEX,0.00125,10.95,0.53222,4167882.0
2Z,0.00125,10.95,0.10602,13502848.0
ZEC,0.00125,10.95,326.56,418967.9
MON,0.00125,10.95,0.028501,1642082886.0
MET,0.00125,10.95,0.29508,28937548.0
MEGA,0.00125,10.95,0.33893,12189760.0
CC,0.00125,10.95,0.07627,25809090.0
ICP,-0.00143194,-12.543794400000001,3.6785,455262.8
AERO,-0.0028239199999999997,-24.737539199999993,0.59056,2839910.0
