symbol,hourly_rate,annual_rate,mark_price,open_interest
kSHIB,-0.00326253,-28.5797628,0.007932,602485818.0
UNI,0.00125,10.95,5.4801,5330806.600000001
SEI,-0.00543522,-47.6125272,0.12265,27670386.0
RUNE,-0.00145652,-12.7591152,0.611,4140977.0
OX,0.0,0.0,0.007459,0.0
FRIEND,0.0,0.0,4.72,0.0
SHIA,0.0,0.0,0.000621,0.0
CYBER,0.0,0.0,1.0415,0.0
ZRO,-0.00471813,-41.330818799999996,1.2772,2111241.2
BLZ,0.0,0.0,0.070043,0.0
DOT,-0.00136359,-11.945048400000001,2.0645,2519723.0
BANANA,0.00125,10.95,8.0199,38506.0
TRB,-0.00031984,-2.8017984,19.89,13175.8
FTT,0.00125,10.95,0.5271,108440.4
LOOM,0.0,0.0,0.071161,0.0
OGN,0.0,0.0,0.055683,0.0
RDNT,0.0,0.0,0.018328,0.0
ARK,-0.00229957,-20.1442332,0.2781,1920440.0
BNT,0.0,0.0,0.38287,0.0
CANTO,0.0,0.0,0.066,0.0
REQ,0.0,0.0,0.15473,0.0
BIGTIME,0.00125,10.95,0.022293,13497728.0
KAS,0.00125,10.95,0.053321,22847230.0
ORBS,0.0,0.0,0.01939,0.0
BLUR,-0.00283093,-24.7989468,0.034625,20898208.0
TIA,-0.0020204900000000002,-17.699492400000004,0.55632,8553913.999999998
BSV,-0.00668273,-58.5407148,19.934,37350.82
ADA,-0.00107782,-9.4417032,0.38905,34300912.0
TON,-0.00017851,-1.5637476,1.4984,7154121.0
MINA,-0.013186830000000002,-115.51663080000002,0.0993,7385626.0
POLYX,0.00125,10.95,0.060965,6241004.0
GAS,0.00125,10.95,2.0989,159420.8
PENDLE,0.00125,10.95,2.4813,2751620.0
STG,0.0,0.0,0.15387,0.0
FET,-0.00953351,-83.5135476,0.22846,6969256.0
STRAX,0.0,0.0,1.5829,0.0
NEAR,-0.00111059,-9.728768400000002,1.672,8742768.600000001
MEME,0.00125,10.95,0.001177,668363676.0
ORDI,-0.00289763,-25.3832388,3.5747,82280.06
BADGER,0.0,0.0,0.88823,0.0
NEO,-0.0012074400000000002,-10.577174400000002,4.0071,91069.24
ZEN,0.00125,10.95,9.5674,98047.58
FIL,-0.0031668300000000003,-27.7414308,1.4667,1771881.5999999999
PYTH,-0.00059371,-5.2008996000000005,0.067571,18750760.0
SUSHI,-0.00045518,-3.9873768000000003,0.33758,911642.6
ILV,0.0,0.0,12.118,0.0
IMX,0.00125,10.95,0.28236,10388950.200000001
kBONK,-0.0011282599999999999,-9.883557599999998,0.008786,602810626.0
GMT,-0.0035391600000000004,-31.003041600000007,0.01592,13156494.0
SUPER,-0.09502097,-832.3836972,0.2349,3806614.0
USTC,0.00125,10.95,0.005705,77544980.0
NFTI,0.0,0.0,6.5609,0.0
JUP,-0.0017687900000000001,-15.494600400000001,0.23698,16268846.0
kLUNC,0.00125,10.95,0.02621,7001402.0
RSR,-0.00216711,-18.9838836,0.003005,79924400.0
GALA,0.00042652999999999994,3.736402799999999,0.006739,56524692.0
JTO,0.00125,10.95,0.42215,2654612.0
NTRN,0.0,0.0,0.1238,0.0
ACE,0.00043693,3.8275068,0.2108,1984953.14
MAV,-0.01607968,-140.8579968,0.030681,18763390.0
WIF,-0.00027593,-2.4171468000000003,0.34375,15103420.0
CAKE,0.00125,10.95,2.328,520017.8
PEOPLE,-0.00108581,-9.5116956,0.00936,25225628.0
ENS,-0.00024027,-2.1047652,10.669,69346.26
ETC,-0.00192276,-16.8433776,12.96,159104.64
XAI,-0.015164120000000001,-132.8376912,0.01711,50794649.599999994
MANTA,-0.00711909,-62.36322839999999,0.093,1745387.0
UMA,0.00125,10.95,0.77651,854705.0
ONDO,0.00082957,7.267033199999999,0.45961,7625940.0
ALT,-0.009486360000000001,-83.10051360000001,0.012728,59826362.0
ZETA,-0.00567131,-49.6806756,0.08305,13495571.0
DYM,-0.02903404,-254.3381904,0.08651,12486846.0
MAVIA,0.00125,10.95,0.04704,5820663.8
W,-0.00359562,-31.497631199999997,0.04181,45613901.4
PANDORA,0.0,0.0,3026.3,0.0
STRK,0.00125,10.95,0.11622,78037089.60000001
PIXEL,0.0,0.0,0.024027,0.0
AI,0.0,0.0,0.12555,0.0
TAO,0.00125,10.95,260.7,51127.404
AR,-0.015554579999999998,-136.25812079999997,3.9281,214712.24
MYRO,0.0,0.0,0.015813,0.0
kFLOKI,-0.006396390000000001,-56.032376400000004,0.043296,29948508.0
BOME,0.00125,10.95,0.00065,247117506.0
ETHFI,0.00125,10.95,0.77691,5825716.2
ENA,-0.00291809,-25.5624684,0.23969,184784342.0
MNT,0.00125,10.95,0.98234,3237243.4
TNSR,-0.09712231,-850.7914356000001,0.11714,16379884.6
SAGA,-0.00154482,-13.5326232,0.07,14261532.2
MERL,-0.07469307,-654.3112932,0.35191,6936630.0
HBAR,-0.00048695,-4.265682,0.13163,21804332.0
POPCAT,0.00125,10.95,0.095818,33228230.0
OMNI,0.0,0.0,4.1915,0.0
EIGEN,-0.0022341099999999997,-19.570803599999998,0.5039,6524291.26
REZ,-0.013131190000000001,-115.0292244,0.006011,126287362.0
NOT,-0.00023385000000000002,-2.048526,0.000535,572640982.0
TURBO,-0.00511856,-44.8385856,0.001785,818488344.0
BRETT,0.00125,10.95,0.014995,108867516.0
IO,-0.01486874,-130.2501624,0.1965,2402748.6
ZK,-0.00241779,-21.1798404,0.033478,31826104.0
BLAST,-0.03299386,-289.0262136,0.000845,1121308462.0
LISTA,0.0,0.0,0.12466,0.0
MEW,0.0009498099999999999,8.3203356,0.001037,500677196.0
RENDER,0.00125,10.95,1.5848,769902.2
kDOGS,0.0,0.0,0.13659,0.0
POL,-0.01008948,-88.3838448,0.1208,18754508.0
CATI,0.0,0.0,0.082821,0.0
CELO,0.00125,10.95,0.1549,1432264.0
HMSTR,0.00125,10.95,0.000217,552657264.0
SCR,0.00125,10.95,0.08749,1439124.6
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00011347,0.9939971999999999,0.11965,3379042.8000000003
GOAT,-0.00898567,-78.7144692,0.037692,12890586.0
MOODENG,-0.00156981,-13.751535600000002,0.070228,27822742.0
GRASS,0.00125,10.95,0.30215,3056791.7999999993
PURR,0.00125,10.95,0.075882,44098674.0
PNUT,-0.00378313,-33.1402188,0.07977,19508806.599999998
XLM,-0.00025913,-2.2699788,0.2322,13382904.0
CHILLGUY,0.00125,10.95,0.019157,29479276.0
SAND,-0.00632141,-55.37555160000001,0.14034,4288670.0
IOTA,0.00125,10.95,0.097594,4591314.0
ALGO,-0.00586804,-51.4040304,0.12908,10420988.0
HYPE,0.00125,10.95,31.697,26180053.739999995
ME,-0.015063859999999998,-131.95941359999998,0.31716,2295828.0
MOVE,0.00118154,10.3502904,0.045878,18335706.0
VIRTUAL,-0.00012219,-1.0703844,0.8277,7837065.0
PENGU,-0.00149716,-13.1151216,0.009738,361749790.0
USUAL,0.00125,10.95,0.02446,41871764.2
FARTCOIN,0.00125,10.95,0.31364,181084584.00000003
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,-0.00147915,-12.957354,0.040003,12521692.0
ZEREBRO,0.006104149999999999,53.472353999999996,0.028843,240257752.0
BIO,-0.00534823,-46.8504948,0.049755,17662838.0
GRIFFAIN,0.00125,10.95,0.02026,92395796.0
SPX,0.00125,10.95,0.6185,7138642.0
S,-0.00375572,-32.9001072,0.09413,20858956.0
MORPHO,0.00125,10.95,1.3551,1789052.2
TRUMP,0.00111653,9.780802799999998,5.7235,2616648.2
MELANIA,0.00113806,9.9694056,0.11582,13255130.0
ANIME,-0.54496351,-4773.880347599999,0.006738,120148072.0
VINE,0.00125,10.95,0.028609,22020678.0
VVV,-0.00437823,-38.3532948,0.9487,776697.9
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.017389059999999998,-152.32816559999998,0.86281,3803956.2000000007
TST,0.00369184,32.3405184,0.01648,78631158.0
LAYER,-0.00296191,-25.9463316,0.19133,4252140.0
IP,-0.011476199999999999,-100.53151199999999,2.1868,1004221.8
OM,-0.04007617,-351.06724920000005,0.07513,21499854.0
KAITO,-0.015207910000000002,-133.2212916,0.65461,2804098.0
NIL,0.000424,3.71424,0.074367,4687454.0
PAXG,0.00125,10.95,4223.6,12549.936
PROMPT,0.00125,10.95,0.05291,15252630.0
BABY,-0.0078545,-68.80542,0.01815,16531092.0
WCT,-0.02262412,-198.18729120000003,0.089429,5674644.0
HYPER,0.00125,10.95,0.12124,3523382.0
ZORA,-0.00652735,-57.179586,0.046475,90473206.0
INIT,0.00125,10.95,0.096772,8245824.0
DOOD,-0.058125340000000005,-509.1779784000001,0.003945,103930854.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.44083,1635520.0
SOPH,-0.00541398,-47.4264648,0.015664,37791012.0
RESOLV,-0.030574140000000003,-267.82946640000006,0.070626,22122138.0
SYRUP,-0.00279594,-24.492434399999997,0.24969,4228186.0
PUMP,0.00125,10.95,0.002857,20551328190.0
PROVE,0.00125,10.95,0.42967,1948742.0
YZY,0.00125,10.95,0.37057,1782710.0
XPL,0.00125,10.95,0.18102,207247004.0
WLFI,-0.00774225,-67.82211000000001,0.15593,135134244.0
LINEA,0.00125,10.95,0.008832,248634936.0
SKY,-0.00440633,-38.5994508,0.053724,35702738.0
ASTER,0.00125,10.95,0.98338,66240058.0
AVNT,-0.005813700000000001,-50.928012,0.3246,6999584.0
STBL,0.00125,10.95,0.059169,32704232.0
0G,0.00101155,8.861177999999999,1.1939,1206234.0
HEMI,-9.274e-05,-0.8124024,0.013742,28231682.0
APEX,0.00125,10.95,0.53269,4167762.0
2Z,-0.00034918000000000004,-3.0588168000000002,0.10631,13511242.0
ZEC,0.00125,10.95,327.08,419084.4400000001
MON,0.00125,10.95,0.029292,1649630602.0
MET,0.00125,10.95,0.2954,28942384.0
MEGA,0.00125,10.95,0.33823,12189184.0
CC,0.00125,10.95,0.076412,25834278.0
ICP,-0.00346532,-30.3562032,3.6897,455992.6
AERO,-0.00349208,-30.5906208,0.59085,2837704.0
